Index,Series,Name,Code,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19
788,"Population ages 00-14, total",Liberia,LBR,1674617.0,1726181.0,1771704.0,1811718.0,1848087.0,1882426.0,1917424.0,1950422.0,1981803.0,2012124.0
789,"Population ages 00-14, total",Lithuania,LTU,457326.0,443436.0,435412.0,430133.0,426539.0,423963.0,419963.0,416553.0,416938.0,422905.0
790,"Population ages 00-14, total",Luxembourg,LUX,89447.0,90199.0,91075.0,91822.0,92555.0,93289.0,94516.0,95802.0,96535.0,97385.0
791,"Population ages 00-14, total",Madagascar,MDG,9205664.0,9394525.0,9571659.0,9741909.0,9913560.0,10091890.0,10280038.0,10476830.0,10680397.0,10886657.0
792,"Population ages 00-14, total",Malawi,MWI,6739318.0,6919657.0,7086752.0,7244310.0,7398071.0,7550126.0,7687916.0,7827344.0,7965286.0,8097673.0
793,"Population ages 00-14, total",Malaysia,MYS,7887279.0,7821333.0,7760404.0,7701444.0,7644974.0,7594863.0,7584104.0,7572052.0,7565196.0,7570496.0
794,"Population ages 00-14, total",Maldives,MDV,92499.0,92398.0,92616.0,93354.0,94695.0,96522.0,98648.0,101240.0,103904.0,105712.0
795,"Population ages 00-14, total",Mali,MLI,7146761.0,7403473.0,7649043.0,7887289.0,8123734.0,8361553.0,8597278.0,8834653.0,9070230.0,9299168.0
796,"Population ages 00-14, total",Malta,MLT,62140.0,61565.0,61265.0,61391.0,62117.0,63321.0,64696.0,66595.0,69190.0,72226.0
797,"Population ages 00-14, total",Mauritania,MRT,1441243.0,1479631.0,1518994.0,1559047.0,1599217.0,1639053.0,1682461.0,1724277.0,1764988.0,1805252.0
799,"Population ages 00-14, total",Mexico,MEX,33666194.0,33640734.0,33657460.0,33693379.0,33707136.0,33676708.0,33676044.0,33614045.0,33512294.0,33405803.0
800,"Population ages 00-14, total","Micronesia, Fed. Sts.",FSM,36727.0,36317.0,36013.0,35821.0,35734.0,35713.0,35633.0,35644.0,35715.0,35800.0
801,"Population ages 00-14, total",Moldova,MDA,472613.0,465051.0,459296.0,455109.0,452345.0,447627.0,442335.0,435757.0,429525.0,423456.0
802,"Population ages 00-14, total",Mongolia,MNG,734968.0,754821.0,778094.0,804761.0,834253.0,865404.0,899589.0,932573.0,964048.0,993296.0
803,"Population ages 00-14, total",Morocco,MAR,9222311.0,9252518.0,9326197.0,9428550.0,9530738.0,9614555.0,9709991.0,9767980.0,9802211.0,9836259.0
804,"Population ages 00-14, total",Mozambique,MOZ,10761492.0,11064298.0,11369818.0,11676403.0,11980877.0,12282519.0,12582984.0,12880439.0,13176103.0,13472806.0
805,"Population ages 00-14, total",Myanmar,MMR,15203592.0,15101897.0,15010665.0,14915700.0,14799104.0,14654402.0,14497163.0,14331441.0,14163446.0,14005548.0
806,"Population ages 00-14, total",Namibia,NAM,792764.0,805151.0,816128.0,826967.0,839469.0,854319.0,869456.0,886148.0,903674.0,920627.0
807,"Population ages 00-14, total",Nepal,NPL,9802825.0,9685238.0,9513467.0,9316024.0,9138047.0,9010436.0,8812264.0,8659118.0,8545104.0,8459704.0
808,"Population ages 00-14, total",Netherlands,NLD,2911390.0,2893619.0,2881196.0,2870446.0,2857290.0,2838388.0,2823015.0,2801503.0,2775697.0,2754972.0
809,"Population ages 00-14, total",New Zealand,NZL,891784.0,898625.0,899461.0,899814.0,907988.0,920536.0,933857.0,949058.0,963136.0,974280.0
810,"Population ages 00-14, total",Nicaragua,NIC,1940488.0,1938456.0,1938233.0,1939775.0,1942674.0,1946404.0,1948200.0,1950467.0,1952690.0,1954150.0
811,"Population ages 00-14, total",Niger,NER,8237963.0,8587612.0,8941699.0,9300985.0,9665262.0,10033891.0,10427104.0,10821259.0,11217897.0,11618568.0
812,"Population ages 00-14, total",Nigeria,NGA,69797224.0,71835968.0,73893957.0,75949286.0,77969441.0,79936872.0,82019706.0,84009267.0,85923643.0,87796035.0
813,"Population ages 00-14, total",North Macedonia,MKD,367959.0,360694.0,355937.0,353242.0,351145.0,348616.0,347726.0,345637.0,342929.0,340445.0
814,"Population ages 00-14, total",Norway,NOR,919745.0,925157.0,927962.0,928871.0,930202.0,931994.0,931839.0,932445.0,932190.0,931228.0
815,"Population ages 00-14, total",Oman,OMN,781315.0,794076.0,817811.0,851519.0,891328.0,931720.0,980508.0,1028394.0,1074390.0,1115313.0
816,"Population ages 00-14, total",Pakistan,PAK,67634096.0,68420526.0,69195738.0,69978774.0,70796910.0,71667396.0,72692791.0,73762256.0,74852524.0,75915625.0
817,"Population ages 00-14, total",Panama,PAN,1061142.0,1071155.0,1080164.0,1088481.0,1096644.0,1104893.0,1114303.0,1122768.0,1130357.0,1137159.0
818,"Population ages 00-14, total",Papua New Guinea,PNG,2800091.0,2845759.0,2884839.0,2918916.0,2951101.0,2983399.0,3016186.0,3049374.0,3082435.0,3114291.0
819,"Population ages 00-14, total",Paraguay,PRY,2057810.0,2056179.0,2050083.0,2042131.0,2036643.0,2035712.0,2035075.0,2039815.0,2047902.0,2055579.0
820,"Population ages 00-14, total",Peru,PER,8735918.0,8690334.0,8626741.0,8567472.0,8540847.0,8556701.0,8380965.0,8289502.0,8250224.0,8210353.0
821,"Population ages 00-14, total",Philippines,PHL,31940606.0,32141053.0,32362322.0,32601743.0,32816515.0,32964141.0,33091183.0,33095824.0,33022514.0,32949493.0
822,"Population ages 00-14, total",Poland,POL,5789081.0,5770297.0,5721689.0,5664289.0,5631897.0,5638815.0,5613942.0,5650381.0,5716064.0,5765204.0
823,"Population ages 00-14, total",Portugal,PRT,1582496.0,1562478.0,1537124.0,1509809.0,1483367.0,1459117.0,1432847.0,1407750.0,1383987.0,1363144.0
824,"Population ages 00-14, total",Qatar,QAT,239228.0,266389.0,287679.0,307576.0,327246.0,344674.0,358312.0,368131.0,376661.0,385046.0
825,"Population ages 00-14, total",Romania,ROU,3194045.0,3188448.0,3161989.0,3125334.0,3094916.0,3076601.0,3038876.0,3026356.0,3025195.0,3016932.0
826,"Population ages 00-14, total",Russian Federation,RUS,21323542.0,21682819.0,22257211.0,22959934.0,23672449.0,24318966.0,24958104.0,25480514.0,25881880.0,26216848.0
827,"Population ages 00-14, total",Rwanda,RWA,4170277.0,4263473.0,4349391.0,4432014.0,4519025.0,4614870.0,4705320.0,4808694.0,4917783.0,5021232.0
828,"Population ages 00-14, total",Samoa,WSM,71233.0,71520.0,72038.0,72859.0,73948.0,75130.0,75197.0,75293.0,75158.0,74627.0
829,"Population ages 00-14, total",Sao Tome and Principe,STP,78293.0,80093.0,81850.0,83521.0,85059.0,86438.0,87651.0,88747.0,89731.0,90636.0
830,"Population ages 00-14, total",Saudi Arabia,SAU,8145123.0,8115642.0,8116770.0,8138434.0,8165914.0,8190406.0,8281087.0,8361048.0,8440130.0,8521206.0
831,"Population ages 00-14, total",Senegal,SEN,5515877.0,5675425.0,5837147.0,6001548.0,6168785.0,6337797.0,6503815.0,6666764.0,6826147.0,6981340.0
832,"Population ages 00-14, total",Serbia,SRB,1263978.0,1234454.0,1210214.0,1187455.0,1166504.0,1146913.0,1127724.0,1111113.0,1095548.0,1079355.0
833,"Population ages 00-14, total",Seychelles,SYC,20478.0,19954.0,20156.0,20596.0,21044.0,21678.0,22079.0,22503.0,22870.0,23175.0
834,"Population ages 00-14, total",Sierra Leone,SLE,2761156.0,2816102.0,2867021.0,2915048.0,2961240.0,3006029.0,3051495.0,3096956.0,3141124.0,3181875.0
835,"Population ages 00-14, total",Singapore,SGP,710431.0,712953.0,717954.0,714145.0,706292.0,699188.0,689093.0,685394.0,692333.0,703336.0
836,"Population ages 00-14, total",Slovak Republic,SVK,826781.0,824050.0,822165.0,821399.0,823188.0,827553.0,828796.0,834255.0,841316.0,846906.0
837,"Population ages 00-14, total",Slovenia,SVN,286608.0,291282.0,294654.0,297110.0,299692.0,302719.0,305192.0,307937.0,311536.0,315464.0
838,"Population ages 00-14, total",Solomon Islands,SLB,215112.0,220045.0,225608.0,231623.0,237768.0,243847.0,250423.0,256662.0,262720.0,268807.0
839,"Population ages 00-14, total",South Africa,ZAF,15196945.0,15401412.0,15600147.0,15800774.0,16009828.0,16223293.0,16420143.0,16618491.0,16805770.0,16963349.0
840,"Population ages 00-14, total",Spain,ESP,6890323.0,6985679.0,7004343.0,6964215.0,6928257.0,6923218.0,6863553.0,6850761.0,6863827.0,6870593.0
841,"Population ages 00-14, total",Sri Lanka,LKA,5142080.0,5151474.0,5137324.0,5156922.0,5179668.0,5194827.0,5214828.0,5233856.0,5243490.0,5223227.0
842,"Population ages 00-14, total",St. Lucia,LCA,40417.0,39350.0,38298.0,37262.0,36290.0,35405.0,34797.0,34216.0,33702.0,33289.0
843,"Population ages 00-14, total",St. Vincent and the Grenadines,VCT,27967.0,27645.0,27221.0,26739.0,26282.0,25886.0,25569.0,25197.0,24843.0,24545.0
844,"Population ages 00-14, total",Sudan,SDN,14852433.0,15114435.0,15376209.0,15636569.0,15893353.0,16146247.0,16412406.0,16674160.0,16933296.0,17191958.0
845,"Population ages 00-14, total",Suriname,SUR,155580.0,155496.0,155595.0,155797.0,155970.0,156029.0,156366.0,156506.0,156497.0,156456.0
846,"Population ages 00-14, total",Sweden,SWE,1548134.0,1560399.0,1583061.0,1616841.0,1656135.0,1694701.0,1725459.0,1759611.0,1788984.0,1811704.0
847,"Population ages 00-14, total",Switzerland,CHE,1178302.0,1183517.0,1189009.0,1197905.0,1210765.0,1225242.0,1241980.0,1256999.0,1269568.0,1281205.0
848,"Population ages 00-14, total",Tajikistan,TJK,2685571.0,2741199.0,2799013.0,2863857.0,2940549.0,3029876.0,3130093.0,3237073.0,3347681.0,3455404.0
849,"Population ages 00-14, total",Tanzania,TZA,19900784.0,20500872.0,21116236.0,21743690.0,22374897.0,23003557.0,23610922.0,24223524.0,24833237.0,25431802.0
850,"Population ages 00-14, total",Thailand,THA,12890536.0,12819758.0,12720502.0,12601016.0,12475316.0,12350897.0,12170444.0,12010548.0,11863232.0,11713485.0
851,"Population ages 00-14, total",Timor-Leste,TLS,465119.0,465639.0,467020.0,468905.0,470728.0,472363.0,473901.0,476198.0,479049.0,482231.0
852,"Population ages 00-14, total",Togo,TGO,2747642.0,2819656.0,2889933.0,2957995.0,3023369.0,3085697.0,3147007.0,3205459.0,3260920.0,3313634.0
853,"Population ages 00-14, total",Tonga,TON,38897.0,38515.0,38042.0,37502.0,37010.0,36691.0,36544.0,36499.0,36549.0,36650.0
854,"Population ages 00-14, total",Trinidad and Tobago,TTO,275223.0,276323.0,278012.0,280044.0,281949.0,283366.0,284079.0,284265.0,283800.0,282637.0
855,"Population ages 00-14, total",Tunisia,TUN,2481538.0,2499901.0,2531135.0,2571748.0,2615843.0,2659710.0,2712767.0,2756788.0,2795323.0,2833174.0
856,"Population ages 00-14, total",Turkey,TUR,19457333.0,19562587.0,19690576.0,19834119.0,19977980.0,20103364.0,20215823.0,20281349.0,20296346.0,20265738.0
857,"Population ages 00-14, total",Turkmenistan,TKM,1501611.0,1516647.0,1553337.0,1603685.0,1653372.0,1694302.0,1745611.0,1779713.0,1803386.0,1827687.0
858,"Population ages 00-14, total",Uganda,UGA,15919820.0,16380616.0,16842101.0,17314753.0,17812324.0,18343445.0,18902527.0,19480004.0,20052959.0,20585365.0
859,"Population ages 00-14, total",Ukraine,UKR,6479697.0,6563260.0,6637762.0,6712855.0,6787437.0,6892284.0,6946322.0,7006639.0,7055897.0,7075036.0
860,"Population ages 00-14, total",United Arab Emirates,ARE,1124863.0,1201024.0,1241612.0,1262873.0,1283360.0,1311986.0,1346624.0,1376064.0,1406459.0,1437500.0
861,"Population ages 00-14, total",United Kingdom,GBR,10981280.0,11102455.0,11180989.0,11244242.0,11326012.0,11431700.0,11540882.0,11649486.0,11748914.0,11827156.0
862,"Population ages 00-14, total",United States,USA,62498933.0,62395007.0,62220502.0,62001634.0,61818661.0,61657987.0,61459046.0,61313248.0,61148289.0,60902964.0
863,"Population ages 00-14, total",Uruguay,URY,745839.0,738346.0,732614.0,728087.0,723825.0,719431.0,717075.0,714033.0,710829.0,708203.0
864,"Population ages 00-14, total",Uzbekistan,UZB,8321752.0,8475450.0,8526998.0,8600908.0,8717434.0,8874758.0,9041157.0,9236686.0,9453806.0,9670407.0
865,"Population ages 00-14, total",Vanuatu,VUT,90271.0,93252.0,95932.0,98784.0,102155.0,105935.0,108257.0,110952.0,113699.0,116086.0
867,"Population ages 00-14, total",Vietnam,VNM,20784262.0,20727554.0,20773249.0,20914232.0,21113897.0,21343373.0,21571917.0,21850432.0,22140556.0,22392547.0
868,"Population ages 00-14, total",Zambia,ZMB,6434150.0,6608715.0,6792527.0,6980027.0,7162312.0,7333810.0,7500731.0,7653454.0,7797191.0,7941464.0
869,"Population ages 00-14, total",Zimbabwe,ZWE,5283500.0,5387543.0,5508283.0,5638052.0,5764685.0,5878455.0,5986056.0,6064488.0,6122210.0,6174257.0
870,Rural population,Afghanistan,AFG,22257746.0,22904893.0,23632789.0,24404524.0,25165924.0,25877997.0,26530194.0,27131343.0,27694940.0,28244483.0
871,Rural population,Algeria,DZA,11678281.0,11645139.0,11620785.0,11603755.0,11591085.0,11581512.0,11573775.0,11567446.0,11558339.0,11542954.0
872,Rural population,Angola,AGO,9393182.0,9560379.0,9724802.0,9885478.0,10040929.0,10192856.0,10340318.0,10483874.0,10625063.0,10764271.0
873,Rural population,Antigua and Barbuda,ATG,64933.0,66310.0,67330.0,68312.0,69260.0,70178.0,71036.0,71843.0,72598.0,73316.0
874,Rural population,Argentina,ARG,3732551.0,3717660.0,3705497.0,3693179.0,3679391.0,3664923.0,3649822.0,3634137.0,3617403.0,3599141.0
875,Rural population,Armenia,ARM,1051946.0,1054538.0,1060246.0,1067357.0,1074327.0,1079970.0,1083967.0,1086539.0,1087746.0,1087882.0
876,Rural population,Australia,AUS,3264665.0,3283984.0,3318631.0,3353116.0,3380029.0,3405449.0,3435109.0,3467878.0,3494578.0,3519751.0
877,Rural population,Austria,AUT,3562894.0,3598756.0,3612504.0,3617832.0,3629979.0,3654565.0,3677700.0,3686708.0,3686762.0,3683835.0
878,Rural population,Azerbaijan,AZE,4218775.0,4252916.0,4286937.0,4318074.0,4345898.0,4369801.0,4388966.0,4400516.0,4405307.0,4407577.0
879,Rural population,"Bahamas, The",BHS,62373.0,63013.0,63510.0,63901.0,64237.0,64564.0,64882.0,65184.0,65462.0,65698.0
880,Rural population,Bahrain,BHR,141037.0,144495.0,146087.0,146823.0,148104.0,150918.0,155554.0,161569.0,168134.0,174062.0
881,Rural population,Bangladesh,BGD,102621005.0,102662598.0,102694469.0,102713719.0,102699980.0,102647880.0,102554027.0,102425423.0,102261195.0,102058752.0
882,Rural population,Barbados,BRB,192216.0,193280.0,194183.0,194943.0,195595.0,196165.0,196649.0,197043.0,197360.0,197591.0
883,Rural population,Belarus,BLR,2402066.0,2347623.0,2295865.0,2247579.0,2202165.0,2158923.0,2115365.0,2068303.0,2020372.0,1974004.0
884,Rural population,Belgium,BEL,255937.0,254101.0,250572.0,246734.0,242900.0,239464.0,235807.0,231939.0,228427.0,225069.0
885,Rural population,Belize,BLZ,176621.0,180877.0,185069.0,189164.0,193168.0,197044.0,200796.0,204418.0,207916.0,211313.0
886,Rural population,Benin,BEN,5235019.0,5335151.0,5436221.0,5538343.0,5640685.0,5743276.0,5846022.0,5948778.0,6051235.0,6153002.0
887,Rural population,Bhutan,BTN,446995.0,446587.0,446410.0,446390.0,446402.0,446354.0,446238.0,446093.0,445886.0,445555.0
888,Rural population,Bolivia,BOL,3373314.0,3383142.0,3391944.0,3405293.0,3421053.0,3435596.0,3448768.0,3460830.0,3471223.0,3480065.0
889,Rural population,Bosnia and Herzegovina,BIH,2017336.0,1981500.0,1939511.0,1894617.0,1851088.0,1811629.0,1777179.0,1746954.0,1720299.0,1695855.0
890,Rural population,Botswana,BWA,746913.0,728267.0,718575.0,710095.0,702444.0,696549.0,692623.0,690189.0,688708.0,687149.0
891,Rural population,Brazil,BRA,30658541.0,30356010.0,30046545.0,29735221.0,29416964.0,29096331.0,28776239.0,28454529.0,28133824.0,27807885.0
892,Rural population,Brunei Darussalam,BRN,97310.0,97201.0,97132.0,97071.0,96986.0,96828.0,96594.0,96306.0,95963.0,95576.0
893,Rural population,Bulgaria,BGR,2048433.0,2010650.0,1974416.0,1938841.0,1903435.0,1866995.0,1829783.0,1792408.0,1755697.0,1719734.0
894,Rural population,Burkina Faso,BFA,11761179.0,12029916.0,12301337.0,12574793.0,12849408.0,13124763.0,13400386.0,13676524.0,13952831.0,14229032.0
895,Rural population,Burundi,BDI,7752348.0,7980596.0,8210996.0,8444885.0,8685036.0,8932905.0,9188748.0,9451330.0,9719004.0,9989400.0
896,Rural population,Cabo Verde,CPV,188087.0,187960.0,187844.0,187722.0,187564.0,187332.0,187046.0,186722.0,186337.0,185906.0
897,Rural population,Cambodia,KHM,11407686.0,11536727.0,11671090.0,11808441.0,11944816.0,12077539.0,12205946.0,12330450.0,12449293.0,12561921.0
898,Rural population,Cameroon,CMR,9853498.0,10000782.0,10147706.0,10293983.0,10439096.0,10582588.0,10724119.0,10863853.0,11000846.0,11135127.0
899,Rural population,Canada,CAN,6482352.0,6491507.0,6548144.0,6603314.0,6655859.0,6691082.0,6752474.0,6815698.0,6890046.0,6961543.0
900,Rural population,Central African Republic,CAF,2680138.0,2689405.0,2688997.0,2683757.0,2680333.0,2683457.0,2694567.0,2712573.0,2736176.0,2763118.0
901,Rural population,Chad,TCD,9324457.0,9634894.0,9953949.0,10279151.0,10606750.0,10933886.0,11259511.0,11584230.0,11908718.0,12234607.0
902,Rural population,Chile,CHL,2205503.0,2217618.0,2229160.0,2241071.0,2254856.0,2271327.0,2290337.0,2310651.0,2329159.0,2341903.0
903,Rural population,China,CHN,679206337.0,665644371.0,653193546.0,640545579.0,627502483.0,614037700.0,600413466.0,586968786.0,572999405.0,558762145.0
904,Rural population,Colombia,COL,9965274.0,9892834.0,9813668.0,9735691.0,9668302.0,9616282.0,9582981.0,9563831.0,9545848.0,9512141.0
905,Rural population,Comoros,COM,496767.0,508454.0,520292.0,532234.0,544194.0,556099.0,567905.0,579620.0,591240.0,602737.0
906,Rural population,"Congo, Dem. Rep.",COD,38729918.0,39689943.0,40665645.0,41654275.0,42652337.0,43657619.0,44667921.0,45680987.0,46691418.0,47694889.0
907,Rural population,"Congo, Rep.",COG,1570342.0,1594800.0,1616049.0,1635208.0,1653911.0,1673264.0,1693489.0,1714180.0,1735045.0,1755497.0
908,Rural population,Costa Rica,CRI,1293748.0,1257049.0,1221412.0,1186950.0,1153723.0,1121685.0,1090837.0,1061270.0,1032885.0,1005676.0
909,Rural population,Cote d'Ivoire,CIV,10814702.0,10987260.0,11167477.0,11354524.0,11547142.0,11742211.0,11939712.0,12139071.0,12339324.0,12539649.0
910,Rural population,Croatia,HRV,1926284.0,1912496.0,1898807.0,1885015.0,1868155.0,1843070.0,1819891.0,1787283.0,1759939.0,1738221.0
911,Rural population,Cuba,CUB,2627182.0,2619380.0,2613789.0,2614545.0,2616306.0,2616476.0,2615009.0,2610637.0,2603578.0,2594348.0
912,Rural population,Cyprus,CYP,361033.0,366629.0,371603.0,375909.0,379901.0,383753.0,387555.0,391231.0,394716.0,397867.0
913,Rural population,Czech Republic,CZE,2801381.0,2814526.0,2817206.0,2808362.0,2801426.0,2797131.0,2792682.0,2788986.0,2785892.0,2783117.0
914,Rural population,Denmark,DNK,732572.0,726570.0,718964.0,713546.0,710514.0,708958.0,707867.0,705807.0,702536.0,698080.0
915,Rural population,Djibouti,DJI,193253.0,195798.0,198473.0,201197.0,203881.0,206408.0,208791.0,211025.0,213101.0,215010.0
916,Rural population,Dominican Republic,DOM,2544677.0,2470282.0,2403083.0,2336313.0,2269885.0,2203774.0,2138191.0,2073501.0,2011294.0,1951483.0
917,Rural population,Ecuador,ECU,5600647.0,5662951.0,5727274.0,5792131.0,5860544.0,5933924.0,6013650.0,6098120.0,6180950.0,6256949.0
918,Rural population,"Egypt, Arab Rep.",EGY,47158184.0,48181673.0,49307345.0,50485245.0,51687644.0,52891004.0,54087949.0,55256782.0,56392787.0,57492251.0
919,Rural population,El Salvador,SLV,2136406.0,2091408.0,2046849.0,2002889.0,1959420.0,1916512.0,1874997.0,1834989.0,1796330.0,1758851.0
920,Rural population,Equatorial Guinea,GNQ,321404.0,320848.0,319669.0,327832.0,335750.0,343374.0,350726.0,357830.0,364639.0,371173.0
921,Rural population,Estonia,EST,424820.0,425245.0,423607.0,420151.0,417118.0,415458.0,413645.0,412117.0,411399.0,410662.0
922,Rural population,Eswatini,SWZ,825465.0,828678.0,832679.0,836880.0,841535.0,846797.0,852662.0,859072.0,865852.0,872799.0
923,Rural population,Ethiopia,ETH,72461597.0,74153612.0,75887762.0,77667882.0,79458316.0,81245141.0,83021597.0,84790101.0,86546146.0,88290017.0
924,Rural population,Fiji,FJI,411241.0,408559.0,404885.0,400722.0,396694.0,393264.0,390533.0,388346.0,386545.0,384906.0
925,Rural population,Finland,FIN,870472.0,845258.0,820704.0,809047.0,809669.0,809601.0,809183.0,808330.0,806259.0,803615.0
926,Rural population,France,FRA,14066100.0,13968981.0,13868666.0,13770626.0,13664265.0,13539246.0,13400202.0,13263152.0,13122453.0,12972990.0
